Wall time,Step,Value
1549206496.872909,1198720,9.999999747378752e-05
1549218088.259564,2397440,9.999999747378752e-05
1549229787.92623,3596160,0.0010000000474974513
1549241415.963076,4794880,0.0010000000474974513
1549253140.543718,5993600,0.0010000000474974513
1549264858.304598,7192320,0.0010000000474974513
1549276568.396393,8391040,0.0010000000474974513
1549288269.751668,9589760,0.0010000000474974513
1549299984.174439,10788480,0.0010000000474974513
1549311702.807377,11987200,0.0010000000474974513
1549323398.817018,13185920,0.0010000000474974513
1549335110.560893,14384640,0.0010000000474974513
1549346839.199487,15583360,0.0010000000474974513
1549358570.793628,16782080,0.0010000000474974513
1549370276.000045,17980800,0.0010000000474974513
1549381976.787678,19179520,0.0010000000474974513
1549393691.452786,20378240,0.0010000000474974513
1549405384.313969,21576960,0.0010000000474974513
1549417086.20433,22775680,0.0010000000474974513
1549428812.980414,23974400,0.0010000000474974513
1549440533.908743,25173120,0.0010000000474974513
1549452260.500869,26371840,0.0010000000474974513
1549463980.544672,27570560,0.0010000000474974513
1549475716.390968,28769280,0.0010000000474974513
1549487444.026698,29968000,0.0010000000474974513
1549499156.277922,31166720,0.0010000000474974513
1549510860.168031,32365440,0.0010000000474974513
1549522579.695194,33564160,0.0010000000474974513
1549534293.404234,34762880,9.999999747378752e-05
1549546015.571752,35961600,9.999999747378752e-05
1549557715.582997,37160320,9.999999747378752e-05
1549569440.56595,38359040,9.999999747378752e-05
1549581169.701653,39557760,9.999999747378752e-05
1549592865.293367,40756480,9.999999747378752e-05
1549604590.284806,41955200,9.999999747378752e-05
1549616322.325188,43153920,9.999999747378752e-05
1549628047.12429,44352640,9.999999747378752e-05
1549639756.829461,45551360,9.999999747378752e-05
1549651480.440893,46750080,9.999999747378752e-05
1549663203.75414,47948800,9.999999747378752e-05
1549674884.305982,49147520,9.999999747378752e-05
1549686598.691868,50346240,9.999999747378752e-05
1549698313.707306,51544960,9.999999747378752e-05
1549710038.003408,52743680,9.999999747378752e-05
1549721765.872192,53942400,9.999999747378752e-05
1549733478.621311,55141120,9.999999747378752e-05
1549745197.640054,56339840,9.999999747378752e-05
1549756921.218097,57538560,9.999999747378752e-05
1549768641.251223,58737280,9.999999747378752e-05
1549780371.599915,59936000,9.999999747378752e-05
1549792106.45911,61134720,9.999999747378752e-06
1549803848.030332,62333440,9.999999747378752e-06
1549815578.886567,63532160,9.999999747378752e-06
1549827298.642165,64730880,9.999999747378752e-06
1549839000.866215,65929600,9.999999747378752e-06
1549850730.616732,67128320,9.999999747378752e-06
1549862458.744487,68327040,9.999999747378752e-06
1549874192.727799,69525760,9.999999747378752e-06
1549885918.97555,70724480,9.999999747378752e-06
1549897634.461829,71923200,9.999999747378752e-06
1549909374.923559,73121920,9.999999747378752e-06
1549921111.310172,74320640,9.999999747378752e-06
1549932826.645009,75519360,9.999999747378752e-06
1549944535.460331,76718080,9.999999747378752e-06
1549956255.848917,77916800,9.999999747378752e-06
1549967989.095004,79115520,9.999999747378752e-06
1549979774.745617,80314240,9.999999747378752e-06
