Wall time,Step,Value
1549721055.186572,53870080,2.0994253158569336
1549721962.343455,53962240,1.9038833379745483
1549721986.676308,53964800,1.6853595972061157
1549722885.124611,54056960,1.9888231754302979
1549723416.289787,54110720,2.038479804992676
1549724245.621509,54195200,1.9338915348052979
1549724597.139635,54231040,1.8850899934768677
1549726194.634392,54394880,1.962312936782837
1549727494.777946,54528000,1.9112008810043335
1549728315.932045,54612480,1.9184660911560059
1549729903.506424,54773760,1.7187951803207397
1549730521.839248,54837760,1.9003400802612305
1549732913.725856,55083520,1.758302927017212
1549733516.333761,55144960,1.862573504447937
1549734241.397854,55219200,1.8373863697052002
1549734396.23272,55234560,2.0188796520233154
1549734647.988213,55260160,1.8585096597671509
1549735330.346332,55329280,1.8766824007034302
1549735407.140913,55336960,1.8817795515060425
1549736610.492352,55459840,1.7938681840896606
1549736928.938357,55493120,1.9044731855392456
1549737051.927279,55505920,1.9111534357070923
1549738002.215924,55603200,1.959078073501587
1549738277.876685,55631360,1.9418915510177612
1549738799.725741,55685120,1.8328649997711182
1549739752.190407,55782400,1.7929928302764893
1549740300.175301,55838720,1.86911940574646
1549741003.564783,55910400,1.9052541255950928
1549741174.548472,55928320,2.0071771144866943
1549741272.771941,55938560,1.7553706169128418
1549741568.949493,55969280,1.91390860080719
1549741617.543177,55974400,1.8371481895446777
1549742969.589416,56112640,1.830489993095398
1549743942.85163,56212480,2.048527479171753
1549745204.363355,56340480,1.7984625101089478
1549745808.707159,56401920,1.7093616724014282
1549747038.323002,56527360,1.7915453910827637
1549749494.492696,56778240,1.984291672706604
1549750041.900535,56834560,1.9560163021087646
1549751965.753156,57031680,1.7504441738128662
1549752337.296772,57070080,1.7719274759292603
1549753158.303007,57154560,1.899546504020691
1549753907.644553,57231360,2.075345516204834
1549754262.376426,57267200,1.9141408205032349
1549754513.111682,57292800,1.8979209661483765
1549754687.157233,57310720,1.949181079864502
1549755656.242656,57410560,1.85558021068573
1549757018.38054,57548800,1.8039617538452148
1549757438.516391,57592320,1.7654846906661987
1549757663.064236,57615360,1.9138751029968262
1549757838.927011,57633280,1.7224373817443848
1549757966.238903,57646080,1.8854135274887085
1549759943.290607,57848320,1.6901284456253052
1549760743.885647,57930240,1.9005206823349
1549761344.835536,57991680,2.094694137573242
1549761600.641888,58017280,1.8584208488464355
1549762253.681504,58083840,1.6853653192520142
1549763149.154084,58176000,1.7909083366394043
1549764191.622122,58280960,1.7873280048370361
1549764216.524296,58283520,1.8826746940612793
1549764710.720664,58334720,1.9779921770095825
1549765464.609623,58411520,1.9002833366394043
1549767490.065675,58618880,1.814278483390808
1549767857.789036,58657280,1.6784710884094238
1549768383.760472,58711040,1.7809065580368042
1549769011.004001,58775040,1.8591872453689575
1549769262.787001,58800640,1.925272822380066
1549769806.635567,58856960,1.725979208946228
1549770463.815876,58923520,1.8969885110855103
1549774178.677886,59302400,1.7403408288955688
1549774902.952258,59376640,1.6980587244033813
1549775761.275765,59463680,1.8714606761932373
1549776498.952217,59540480,1.8479562997817993
1549776577.076262,59548160,2.0252318382263184
1549777251.540473,59617280,1.6755521297454834
1549778326.075903,59727360,1.9300235509872437
1549779480.81155,59845120,1.9481480121612549
1549779579.615413,59855360,2.079174518585205
1549780229.318138,59921920,1.9649958610534668
1549780303.807241,59929600,1.9486358165740967
1549780948.169584,59996160,1.9223878383636475
1549780973.290931,59998720,1.7670316696166992
1549782233.795496,60126720,1.8635482788085938
1549782736.831356,60177920,1.7953509092330933
1549783063.928462,60211200,1.6633051633834839
1549783853.644488,60290560,1.6863040924072266
1549785586.220168,60467200,1.6724814176559448
1549785659.876723,60474880,1.756769061088562
1549785961.230475,60505600,1.7569602727890015
1549786085.023867,60518400,1.6105817556381226
1549787825.226622,60697600,1.799112319946289
1549788072.71156,60723200,1.8158262968063354
1549788121.693193,60728320,2.060941219329834
1549791911.094686,61114880,1.661155104637146
1549792969.865448,61222400,1.938786506652832
1549793095.739521,61235200,1.9490004777908325
1549793473.590194,61273600,1.878414511680603
